,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport
10950,2,No,Sports,Visual,Female,Yes,42.0,5.0,17.0,16.0,13.0,91.0,23:00,7:00,walk
10951,1,Yes,Clubs,Visual,Male,No,38.0,15.0,13.0,15.0,13.0,66.0,1:00,7:00,walk
10952,0,No,None,Auditory,Female,Yes,83.0,2.0,21.0,16.0,8.0,99.0,22:30,6:30,private transport
10953,2,Yes,Clubs,Visual,Female,Yes,65.0,14.0,2.0,15.0,7.0,93.0,21:30,5:30,public transport
10954,0,Yes,Sports,Auditory,Female,No,84.0,19.0,2.0,15.0,10.0,95.0,23:00,7:00,walk
10955,0,No,None,Visual,Female,Yes,84.0,15.0,8.0,16.0,7.0,93.0,22:30,6:30,private transport
10956,1,No,Clubs,Auditory,Female,Yes,62.0,5.0,20.0,16.0,14.0,92.0,22:00,6:00,private transport
10957,1,Yes,None,Auditory,Male,No,85.0,19.0,3.0,16.0,7.0,95.0,21:30,5:30,public transport
10958,0,Yes,Arts,Visual,Female,Yes,81.0,8.0,9.0,15.0,9.0,94.0,22:30,6:30,private transport
10959,2,No,Arts,Auditory,Female,Yes,50.0,22.0,0.0,15.0,20.0,95.0,22:30,6:30,private transport
10960,2,Yes,None,Visual,Male,No,67.0,11.0,9.0,16.0,15.0,97.0,21:00,5:00,public transport
10961,1,No,Sports,Visual,Male,No,61.0,11.0,15.0,15.0,14.0,98.0,22:00,6:00,private transport
10962,2,Yes,None,Visual,Female,Yes,78.0,11.0,3.0,16.0,7.0,94.0,21:00,5:00,public transport
10963,0,No,Arts,Auditory,Male,No,63.0,27.0,0.0,16.0,17.0,93.0,23:00,7:00,walk
10964,0,Yes,None,Auditory,Male,Yes,78.0,10.0,5.0,16.0,8.0,90.0,21:00,5:00,public transport
10965,1,No,Clubs,Auditory,Female,No,47.0,16.0,9.0,16.0,4.0,68.0,0:30,6:30,private transport
10966,2,No,None,Auditory,Male,Yes,55.0,18.0,2.0,16.0,9.0,97.0,22:00,6:00,private transport
10967,0,Yes,None,Auditory,Male,Yes,76.0,12.0,4.0,16.0,7.0,93.0,22:00,6:00,private transport
10968,0,No,None,Auditory,Female,Yes,81.0,4.0,17.0,16.0,9.0,91.0,22:30,6:30,private transport
10969,0,Yes,Clubs,Auditory,Female,Yes,75.0,7.0,13.0,16.0,12.0,100.0,22:00,6:00,private transport
10970,1,No,Sports,Auditory,Female,No,50.0,11.0,18.0,15.0,17.0,59.0,1:30,6:30,private transport
10971,2,No,Arts,Visual,Male,No,72.0,17.0,0.0,15.0,17.0,98.0,23:00,7:00,walk
10972,2,No,Arts,Visual,Male,Yes,59.0,15.0,7.0,16.0,11.0,97.0,21:00,5:00,public transport
10973,0,No,Clubs,Auditory,Male,No,51.0,17.0,4.0,15.0,5.0,97.0,21:30,5:30,public transport
10974,1,Yes,Clubs,Auditory,Male,No,48.0,20.0,5.0,16.0,9.0,53.0,1:30,5:30,public transport
10975,1,Yes,None,Auditory,Male,Yes,81.0,10.0,7.0,15.0,6.0,94.0,21:00,5:00,public transport
10976,1,Yes,Arts,Auditory,Female,No,47.0,22.0,3.0,15.0,7.0,85.0,0:00,7:00,walk
10977,2,No,None,Visual,Female,Yes,83.0,15.0,2.0,15.0,7.0,99.0,21:00,5:00,public transport
10978,1,No,Sports,Visual,Female,No,50.0,22.0,4.0,15.0,7.0,96.0,21:00,5:00,public transport
10979,1,No,Clubs,Auditory,Female,Yes,50.0,6.0,19.0,15.0,10.0,100.0,23:00,7:00,walk
10980,2,No,Sports,Auditory,Male,No,59.0,12.0,8.0,15.0,14.0,91.0,21:30,5:30,public transport
10981,0,No,Clubs,Visual,Male,No,63.0,27.0,0.0,15.0,15.0,91.0,22:30,5:30,public transport
10982,2,Yes,Arts,Visual,Female,No,56.0,4.0,12.0,16.0,8.0,97.0,22:00,6:00,private transport
10983,1,No,Arts,Visual,Male,Yes,73.0,15.0,9.0,15.0,7.0,93.0,22:30,6:30,private transport
10984,0,No,None,Auditory,Male,Yes,71.0,11.0,9.0,15.0,10.0,91.0,22:30,6:30,private transport
10985,0,No,Arts,Auditory,Female,Yes,62.0,21.0,6.0,16.0,13.0,99.0,21:00,5:00,public transport
10986,2,No,Clubs,Visual,Male,Yes,54.0,13.0,7.0,16.0,5.0,96.0,23:00,7:00,walk
10987,0,No,Arts,Visual,Male,No,79.0,14.0,14.0,15.0,8.0,93.0,22:00,6:00,private transport
10988,0,No,Arts,Visual,Female,Yes,90.0,20.0,3.0,15.0,5.0,91.0,22:00,6:00,private transport
10989,1,No,Arts,Visual,Male,Yes,63.0,26.0,2.0,16.0,10.0,92.0,21:00,5:00,public transport
10990,2,No,Arts,Visual,Male,No,70.0,14.0,8.0,16.0,15.0,97.0,22:00,6:00,private transport
10991,1,No,Arts,Auditory,Female,No,53.0,4.0,21.0,15.0,20.0,96.0,21:00,5:00,public transport
10992,0,No,None,Auditory,Female,Yes,94.0,17.0,8.0,16.0,5.0,95.0,21:30,5:30,public transport
10993,2,No,Arts,Auditory,Female,No,56.0,10.0,12.0,16.0,7.0,94.0,22:30,6:30,private transport
10994,1,No,Sports,Auditory,Male,Yes,60.0,18.0,4.0,16.0,20.0,97.0,21:00,5:00,public transport
10995,1,No,Clubs,Visual,Female,Yes,79.0,8.0,17.0,15.0,6.0,90.0,22:30,6:30,private transport
10996,1,Yes,Sports,Auditory,Female,No,43.0,23.0,1.0,15.0,11.0,99.0,22:00,6:00,private transport
10997,1,No,Arts,Auditory,Female,Yes,70.0,27.0,1.0,16.0,7.0,94.0,23:00,7:00,walk
10998,2,Yes,None,Visual,Female,No,85.0,14.0,4.0,16.0,8.0,91.0,21:30,5:30,public transport
10999,1,No,Sports,Auditory,Female,Yes,48.0,19.0,5.0,15.0,2.0,72.0,0:00,6:00,private transport
11000,0,No,Sports,Auditory,Male,No,67.0,19.0,8.0,15.0,18.0,97.0,21:00,5:00,public transport
11001,0,No,Clubs,Visual,Female,Yes,65.0,9.0,18.0,16.0,13.0,96.0,22:30,6:30,private transport
11002,0,No,Sports,Auditory,Male,No,58.0,22.0,5.0,16.0,7.0,95.0,21:30,5:30,public transport
11003,1,No,Sports,Auditory,Male,Yes,61.0,11.0,16.0,15.0,19.0,97.0,22:00,6:00,private transport
11004,0,Yes,Clubs,Visual,Male,No,80.0,18.0,0.0,15.0,7.0,90.0,23:00,7:00,walk
11005,2,No,Arts,Auditory,Female,Yes,53.0,19.0,0.0,15.0,14.0,91.0,23:00,7:00,walk
11006,1,No,Clubs,Visual,Male,Yes,71.0,12.0,13.0,15.0,11.0,92.0,23:00,7:00,walk
11007,0,No,Clubs,Visual,Female,Yes,74.0,19.0,9.0,16.0,8.0,100.0,22:30,6:30,private transport
11008,0,No,Clubs,Auditory,Male,Yes,66.0,22.0,5.0,15.0,8.0,95.0,22:30,6:30,private transport
11009,1,No,Clubs,Visual,Male,Yes,69.0,18.0,6.0,16.0,15.0,97.0,22:00,6:00,private transport
11010,2,No,Sports,Auditory,Female,No,43.0,18.0,4.0,16.0,13.0,45.0,2:00,6:00,private transport
11011,1,Yes,None,Auditory,Female,Yes,81.0,11.0,6.0,16.0,6.0,99.0,21:00,5:00,public transport
11012,1,No,None,Visual,Female,No,58.0,21.0,5.0,15.0,14.0,100.0,22:00,6:00,private transport
11013,1,No,Clubs,Auditory,Male,Yes,60.0,14.0,8.0,16.0,18.0,91.0,21:30,5:30,public transport
11014,0,No,Sports,Visual,Male,No,78.0,17.0,10.0,16.0,9.0,98.0,21:00,5:00,public transport
11015,0,No,Sports,Visual,Female,Yes,91.0,4.0,19.0,16.0,6.0,91.0,21:00,5:00,public transport
11016,1,No,None,Auditory,Male,Yes,61.0,19.0,3.0,15.0,9.0,100.0,21:00,5:00,public transport
11017,0,No,Arts,Auditory,Male,Yes,66.0,10.0,17.0,16.0,14.0,96.0,21:30,5:30,public transport
11018,2,No,Arts,Auditory,Male,No,43.0,18.0,6.0,16.0,5.0,45.0,3:00,7:00,walk
11019,1,No,Sports,Auditory,Male,No,48.0,26.0,4.0,16.0,6.0,90.0,23:00,6:00,private transport
11020,0,No,Clubs,Visual,Male,Yes,91.0,18.0,0.0,15.0,7.0,98.0,22:00,6:00,private transport
11021,1,No,Clubs,Auditory,Female,Yes,58.0,18.0,9.0,15.0,10.0,94.0,21:00,5:00,public transport
11022,0,Yes,Sports,Visual,Male,Yes,82.0,10.0,7.0,16.0,10.0,93.0,21:00,5:00,public transport
11023,0,No,None,Auditory,Female,No,62.0,6.0,21.0,16.0,14.0,97.0,23:00,7:00,walk
11024,1,No,None,Visual,Male,No,78.0,14.0,11.0,15.0,6.0,94.0,21:00,5:00,public transport
11025,0,No,Clubs,Auditory,Male,No,60.0,14.0,8.0,15.0,5.0,90.0,21:30,5:30,public transport
11026,1,No,Clubs,Auditory,Male,Yes,71.0,12.0,16.0,16.0,16.0,96.0,22:30,6:30,private transport
11027,0,Yes,None,Visual,Male,Yes,83.0,16.0,1.0,15.0,9.0,95.0,22:30,6:30,private transport
11028,1,No,Clubs,Visual,Female,Yes,61.0,7.0,21.0,15.0,15.0,100.0,21:00,5:00,public transport
11029,1,No,Sports,Visual,Male,Yes,81.0,15.0,10.0,15.0,10.0,99.0,22:30,6:30,private transport
11030,1,Yes,None,Visual,Female,Yes,84.0,3.0,14.0,16.0,6.0,98.0,21:00,5:00,public transport
11031,0,No,Arts,Auditory,Female,Yes,65.0,5.0,22.0,15.0,15.0,98.0,22:00,6:00,private transport
11032,0,Yes,Arts,Visual,Male,No,78.0,18.0,2.0,15.0,7.0,94.0,23:00,7:00,walk
11033,0,Yes,Arts,Visual,Female,No,77.0,6.0,9.0,16.0,6.0,100.0,21:30,5:30,public transport
11034,1,Yes,Sports,Visual,Male,No,89.0,13.0,8.0,15.0,9.0,97.0,23:00,7:00,walk
11035,0,No,Arts,Auditory,Female,Yes,65.0,26.0,1.0,16.0,6.0,95.0,23:00,7:00,walk
11036,2,No,Clubs,Auditory,Female,Yes,67.0,6.0,17.0,15.0,13.0,95.0,21:30,5:30,public transport
11037,0,No,None,Visual,Male,Yes,93.0,11.0,8.0,15.0,6.0,94.0,21:00,5:00,public transport
11038,0,No,None,Auditory,Female,No,62.0,5.0,16.0,16.0,8.0,94.0,22:00,6:00,private transport
11039,1,Yes,Clubs,Visual,Male,Yes,72.0,16.0,3.0,16.0,11.0,94.0,21:30,5:30,public transport
11040,2,No,Arts,Auditory,Male,Yes,65.0,12.0,7.0,16.0,12.0,100.0,22:00,6:00,private transport
11041,1,No,None,Auditory,Male,Yes,74.0,27.0,1.0,15.0,9.0,92.0,23:00,7:00,walk
11042,0,No,Arts,Auditory,Female,Yes,72.0,16.0,7.0,16.0,10.0,98.0,23:00,7:00,walk
11043,0,Yes,Sports,Visual,Male,Yes,77.0,14.0,4.0,15.0,7.0,98.0,21:30,5:30,public transport
11044,1,Yes,None,Visual,Male,Yes,100.0,15.0,2.0,15.0,10.0,100.0,22:00,6:00,private transport
11045,1,No,Arts,Visual,Male,No,73.0,19.0,6.0,15.0,13.0,97.0,22:00,6:00,private transport
11046,0,No,None,Visual,Male,No,92.0,22.0,1.0,15.0,9.0,98.0,21:30,5:30,public transport
11047,1,Yes,Clubs,Auditory,Male,No,48.0,11.0,14.0,16.0,3.0,91.0,22:30,6:30,private transport
11048,1,No,Arts,Visual,Female,No,60.0,25.0,1.0,15.0,19.0,92.0,22:00,6:00,private transport
11049,2,No,None,Visual,Male,Yes,59.0,10.0,12.0,15.0,17.0,100.0,22:30,6:30,private transport
11050,0,No,Sports,Auditory,Female,No,58.0,18.0,4.0,15.0,17.0,92.0,22:00,6:00,private transport
11051,0,Yes,Clubs,Auditory,Female,Yes,73.0,1.0,19.0,15.0,6.0,90.0,22:00,6:00,private transport
11052,2,No,Arts,Visual,Male,No,43.0,12.0,12.0,15.0,14.0,91.0,23:30,6:30,private transport
11053,2,No,Arts,Auditory,Male,Yes,56.0,13.0,5.0,15.0,5.0,91.0,22:30,6:30,private transport
11054,1,Yes,Clubs,Visual,Female,Yes,44.0,8.0,22.0,15.0,12.0,71.0,0:00,7:00,walk
11055,0,Yes,Clubs,Auditory,Female,No,72.0,5.0,14.0,15.0,6.0,100.0,23:00,7:00,walk
11056,1,No,Clubs,Auditory,Male,Yes,61.0,19.0,3.0,15.0,20.0,100.0,22:30,6:30,private transport
11057,2,No,Clubs,Visual,Male,Yes,80.0,10.0,7.0,15.0,8.0,100.0,23:00,7:00,walk
11058,1,Yes,Arts,Auditory,Female,No,40.0,26.0,2.0,15.0,15.0,68.0,0:00,6:00,private transport
11059,0,No,None,Visual,Female,Yes,87.0,8.0,15.0,16.0,5.0,93.0,21:30,5:30,public transport
11060,0,No,None,Visual,Male,Yes,75.0,28.0,0.0,16.0,14.0,91.0,23:00,7:00,walk
11061,0,No,Sports,Auditory,Male,Yes,68.0,14.0,13.0,16.0,8.0,91.0,23:00,7:00,walk
11062,2,No,Clubs,Visual,Female,Yes,48.0,2.0,17.0,15.0,8.0,72.0,1:00,7:00,walk
11063,2,Yes,None,Visual,Male,No,83.0,15.0,3.0,15.0,6.0,90.0,21:30,5:30,public transport
11064,0,No,Sports,Visual,Female,Yes,91.0,1.0,22.0,16.0,5.0,97.0,23:00,7:00,walk
11065,0,No,Clubs,Visual,Male,No,76.0,18.0,10.0,15.0,12.0,97.0,21:30,5:30,public transport
11066,0,No,Arts,Visual,Female,Yes,83.0,0.0,27.0,16.0,7.0,92.0,21:30,5:30,public transport
11067,0,Yes,None,Visual,Female,No,84.0,10.0,10.0,16.0,7.0,93.0,21:30,5:30,public transport
11068,1,No,Clubs,Auditory,Female,Yes,55.0,28.0,3.0,16.0,11.0,98.0,22:00,6:00,private transport
11069,2,No,Sports,Auditory,Male,No,59.0,17.0,3.0,16.0,15.0,96.0,23:00,7:00,walk
11070,2,Yes,Clubs,Visual,Male,No,79.0,11.0,3.0,15.0,7.0,91.0,22:30,6:30,private transport
11071,0,No,None,Auditory,Male,No,95.0,15.0,10.0,16.0,9.0,94.0,22:30,6:30,private transport
11072,1,No,Arts,Auditory,Male,No,51.0,28.0,3.0,15.0,12.0,91.0,22:00,6:00,private transport
11073,2,No,Clubs,Auditory,Male,Yes,69.0,19.0,4.0,15.0,12.0,96.0,21:30,5:30,public transport
11074,1,No,Sports,Auditory,Female,No,49.0,25.0,5.0,15.0,0.0,74.0,0:00,7:00,walk
11075,2,No,Clubs,Visual,Male,Yes,69.0,10.0,13.0,16.0,9.0,98.0,21:00,5:00,public transport
11076,0,No,Clubs,Visual,Male,Yes,85.0,17.0,1.0,15.0,8.0,96.0,22:30,6:30,private transport
11077,1,Yes,Clubs,Auditory,Male,Yes,79.0,10.0,7.0,15.0,7.0,96.0,21:30,5:30,public transport
11078,2,No,Clubs,Visual,Female,Yes,68.0,17.0,6.0,16.0,18.0,91.0,22:30,6:30,private transport
11079,1,No,None,Auditory,Female,Yes,67.0,2.0,26.0,15.0,17.0,98.0,21:00,5:00,public transport
11080,1,No,Clubs,Auditory,Male,Yes,47.0,17.0,7.0,16.0,8.0,94.0,22:30,6:30,private transport
11081,0,No,Arts,Auditory,Male,Yes,71.0,19.0,1.0,16.0,17.0,97.0,23:00,7:00,walk
11082,2,No,Sports,Auditory,Female,Yes,76.0,0.0,21.0,15.0,9.0,94.0,23:00,7:00,walk
11083,2,Yes,Sports,Visual,Female,No,73.0,10.0,10.0,16.0,11.0,99.0,22:30,6:30,private transport
11084,0,Yes,Clubs,Auditory,Female,No,78.0,14.0,7.0,16.0,6.0,99.0,21:00,5:00,public transport
11085,2,No,Arts,Auditory,Male,Yes,60.0,12.0,10.0,15.0,20.0,92.0,22:30,5:30,public transport
11086,2,No,Arts,Auditory,Male,Yes,74.0,11.0,10.0,16.0,17.0,94.0,21:30,5:30,public transport
11087,0,Yes,None,Auditory,Female,No,75.0,8.0,11.0,16.0,6.0,93.0,22:30,6:30,private transport
11088,1,No,Arts,Auditory,Female,No,43.0,0.0,24.0,15.0,2.0,77.0,23:30,6:30,private transport
11089,1,No,Clubs,Visual,Male,Yes,50.0,27.0,3.0,16.0,7.0,92.0,21:30,5:30,public transport
11090,1,Yes,None,Auditory,Female,Yes,75.0,12.0,5.0,16.0,6.0,96.0,21:30,5:30,public transport
11091,2,Yes,Sports,Visual,Male,No,72.0,15.0,5.0,15.0,14.0,100.0,22:30,6:30,private transport
11092,0,No,None,Auditory,Male,No,77.0,13.0,8.0,16.0,6.0,98.0,21:00,5:00,public transport
11093,0,No,None,Visual,Male,Yes,91.0,12.0,6.0,15.0,7.0,90.0,22:00,6:00,private transport
11094,1,No,Sports,Auditory,Female,No,63.0,9.0,18.0,16.0,15.0,92.0,22:00,6:00,private transport
11095,0,No,None,Visual,Female,Yes,88.0,19.0,4.0,16.0,6.0,100.0,21:30,5:30,public transport
11096,1,No,Clubs,Auditory,Female,Yes,63.0,13.0,15.0,16.0,16.0,99.0,22:00,6:00,private transport
11097,1,No,Arts,Visual,Male,Yes,47.0,19.0,6.0,15.0,4.0,90.0,21:30,5:30,public transport
11098,2,No,Arts,Auditory,Male,No,56.0,17.0,2.0,16.0,17.0,98.0,21:30,5:30,public transport
11099,1,No,Sports,Auditory,Female,No,50.0,0.0,25.0,15.0,10.0,73.0,1:00,7:00,walk
11100,0,No,Clubs,Visual,Female,Yes,95.0,16.0,6.0,15.0,8.0,91.0,21:30,5:30,public transport
11101,1,No,Arts,Visual,Female,Yes,81.0,13.0,12.0,15.0,6.0,96.0,22:00,6:00,private transport
11102,1,Yes,Arts,Auditory,Female,Yes,82.0,20.0,1.0,15.0,10.0,99.0,21:00,5:00,public transport
11103,1,No,Arts,Auditory,Male,No,50.0,22.0,7.0,15.0,6.0,84.0,23:30,6:30,private transport
11104,2,No,Arts,Auditory,Male,Yes,43.0,19.0,4.0,15.0,5.0,41.0,2:30,6:30,private transport
11105,2,No,Clubs,Auditory,Male,Yes,70.0,16.0,3.0,15.0,8.0,95.0,22:30,6:30,private transport
11106,0,No,Clubs,Auditory,Male,No,63.0,11.0,10.0,15.0,5.0,99.0,22:00,6:00,private transport
11107,0,No,None,Auditory,Female,No,60.0,2.0,25.0,15.0,11.0,95.0,21:00,5:00,public transport
11108,1,No,Sports,Auditory,Male,No,40.0,22.0,2.0,16.0,7.0,92.0,21:00,5:00,public transport
11109,1,No,Clubs,Visual,Female,Yes,60.0,11.0,17.0,15.0,19.0,93.0,22:00,6:00,private transport
11110,1,No,Sports,Auditory,Male,No,48.0,16.0,9.0,16.0,7.0,94.0,23:00,7:00,walk
11111,1,Yes,Arts,Auditory,Female,Yes,70.0,19.0,2.0,16.0,9.0,99.0,23:00,7:00,walk
11112,0,Yes,Clubs,Auditory,Male,No,79.0,18.0,2.0,16.0,10.0,100.0,22:30,6:30,private transport
11113,0,Yes,None,Visual,Male,Yes,86.0,12.0,5.0,15.0,6.0,98.0,21:30,5:30,public transport
11114,1,Yes,Arts,Visual,Female,Yes,79.0,17.0,3.0,15.0,5.0,90.0,21:00,5:00,public transport
11115,1,No,Sports,Auditory,Male,No,56.0,19.0,8.0,16.0,16.0,96.0,23:00,7:00,walk
11116,0,No,None,Visual,Female,Yes,83.0,2.0,22.0,15.0,9.0,93.0,21:00,5:00,public transport
11117,1,Yes,Clubs,Auditory,Female,No,56.0,20.0,5.0,16.0,14.0,91.0,21:00,5:00,public transport
11118,0,Yes,Sports,Auditory,Female,No,77.0,18.0,1.0,15.0,6.0,98.0,21:30,5:30,public transport
11119,1,No,Clubs,Auditory,Male,Yes,68.0,14.0,14.0,16.0,18.0,97.0,23:00,7:00,walk
11120,0,No,None,Visual,Female,No,81.0,20.0,4.0,15.0,5.0,95.0,23:00,7:00,walk
11121,2,No,Sports,Visual,Male,No,69.0,12.0,10.0,16.0,7.0,98.0,22:00,6:00,private transport
11122,0,No,None,Auditory,Female,Yes,93.0,3.0,22.0,15.0,5.0,96.0,22:00,6:00,private transport
11123,0,No,None,Visual,Male,No,87.0,15.0,8.0,16.0,5.0,96.0,21:30,5:30,public transport
11124,1,No,Arts,Visual,Female,No,60.0,24.0,2.0,15.0,13.0,98.0,21:30,5:30,public transport
11125,2,No,Arts,Visual,Male,No,78.0,13.0,4.0,15.0,7.0,98.0,23:00,7:00,walk
11126,1,No,Arts,Visual,Male,No,52.0,28.0,2.0,15.0,16.0,98.0,21:30,5:30,public transport
11127,0,Yes,None,Visual,Male,No,83.0,11.0,6.0,16.0,7.0,91.0,23:00,6:00,private transport
11128,1,Yes,Arts,Auditory,Female,Yes,81.0,3.0,14.0,16.0,10.0,93.0,21:00,5:00,public transport
11129,0,No,Arts,Auditory,Female,No,95.0,1.0,20.0,15.0,9.0,100.0,21:30,5:30,public transport
11130,1,No,Arts,Auditory,Male,No,48.0,15.0,9.0,16.0,6.0,92.0,22:00,6:00,private transport
11131,2,No,Clubs,Auditory,Female,Yes,72.0,4.0,17.0,15.0,9.0,100.0,23:00,7:00,walk
11132,0,No,None,Visual,Female,Yes,91.0,10.0,9.0,15.0,9.0,98.0,21:30,5:30,public transport
11133,1,No,Clubs,Auditory,Female,No,54.0,28.0,2.0,15.0,17.0,96.0,23:00,7:00,walk
11134,1,No,Clubs,Visual,Female,No,48.0,21.0,9.0,16.0,2.0,95.0,21:00,5:00,public transport
11135,2,No,Sports,Visual,Male,No,68.0,14.0,9.0,15.0,19.0,91.0,21:00,5:00,public transport
11136,1,No,Clubs,Auditory,Male,Yes,54.0,18.0,6.0,15.0,10.0,98.0,23:00,7:00,walk
11137,1,No,Sports,Auditory,Male,Yes,61.0,15.0,9.0,15.0,19.0,97.0,21:30,5:30,public transport
11138,1,Yes,Sports,Auditory,Female,No,48.0,5.0,20.0,15.0,5.0,93.0,23:00,7:00,walk
11139,0,No,None,Visual,Female,No,91.0,6.0,13.0,16.0,8.0,92.0,23:30,6:30,private transport
11140,0,Yes,Sports,Visual,Female,No,73.0,2.0,14.0,16.0,18.0,94.0,22:00,6:00,private transport
11141,1,Yes,Sports,Visual,Female,Yes,57.0,6.0,21.0,16.0,14.0,99.0,23:00,7:00,walk
11142,0,No,Clubs,Auditory,Female,Yes,75.0,4.0,18.0,16.0,11.0,92.0,22:30,6:30,private transport
11143,0,Yes,Sports,Auditory,Female,No,69.0,6.0,13.0,15.0,17.0,91.0,21:30,5:30,public transport
11144,2,No,Sports,Auditory,Male,Yes,56.0,19.0,3.0,16.0,7.0,96.0,21:00,5:00,public transport
11145,2,No,Sports,Visual,Male,No,43.0,14.0,9.0,16.0,8.0,74.0,23:00,6:00,private transport
11146,2,No,Arts,Auditory,Male,Yes,57.0,10.0,12.0,16.0,14.0,98.0,22:00,6:00,private transport
11147,0,No,Arts,Visual,Male,Yes,80.0,10.0,14.0,15.0,7.0,95.0,21:00,5:00,public transport
11148,0,No,Clubs,Auditory,Male,No,74.0,20.0,0.0,15.0,11.0,98.0,22:00,6:00,private transport
11149,1,No,Arts,Auditory,Female,No,55.0,29.0,2.0,16.0,17.0,97.0,21:00,5:00,public transport
11150,2,No,Clubs,Auditory,Male,No,41.0,10.0,13.0,15.0,7.0,90.0,23:00,7:00,walk
11151,2,Yes,Clubs,Visual,Female,No,72.0,3.0,17.0,16.0,16.0,92.0,23:00,7:00,walk
11152,1,No,None,Auditory,Female,No,58.0,16.0,15.0,16.0,17.0,96.0,22:00,6:00,private transport
11153,0,No,Sports,Auditory,Male,Yes,70.0,20.0,2.0,16.0,8.0,92.0,23:00,7:00,walk
11154,0,No,Arts,Auditory,Female,Yes,74.0,21.0,2.0,15.0,11.0,96.0,23:00,7:00,walk
11155,0,No,None,Auditory,Female,No,68.0,17.0,10.0,15.0,14.0,100.0,21:00,5:00,public transport
11156,1,No,None,Visual,Female,Yes,58.0,4.0,22.0,16.0,5.0,98.0,22:00,6:00,private transport
11157,2,No,None,Auditory,Male,Yes,45.0,16.0,8.0,15.0,14.0,75.0,22:00,5:00,public transport
11158,1,No,None,Auditory,Male,Yes,67.0,23.0,5.0,15.0,10.0,95.0,21:00,5:00,public transport
11159,1,No,Arts,Auditory,Female,No,51.0,21.0,4.0,15.0,5.0,98.0,23:00,7:00,walk
11160,1,No,Clubs,Auditory,Female,Yes,68.0,7.0,15.0,15.0,18.0,99.0,23:00,7:00,walk
11161,0,No,Clubs,Auditory,Female,Yes,67.0,12.0,10.0,16.0,7.0,92.0,22:00,6:00,private transport
11162,2,No,Clubs,Auditory,Male,Yes,76.0,14.0,7.0,16.0,8.0,91.0,22:00,6:00,private transport
11163,2,Yes,Sports,Auditory,Female,No,56.0,3.0,13.0,16.0,19.0,95.0,21:30,5:30,public transport
11164,0,Yes,Clubs,Auditory,Male,No,79.0,12.0,8.0,16.0,6.0,100.0,22:30,6:30,private transport
11165,1,No,Sports,Auditory,Female,Yes,59.0,21.0,1.0,16.0,6.0,97.0,22:00,6:00,private transport
11166,0,Yes,Sports,Visual,Male,Yes,81.0,10.0,7.0,15.0,8.0,93.0,22:30,5:30,public transport
11167,1,No,Clubs,Auditory,Male,Yes,62.0,15.0,13.0,16.0,11.0,95.0,22:00,6:00,private transport
11168,0,No,None,Visual,Female,Yes,94.0,18.0,5.0,16.0,9.0,94.0,23:00,7:00,walk
11169,2,No,Sports,Auditory,Female,Yes,58.0,13.0,5.0,15.0,14.0,94.0,21:00,5:00,public transport
11170,0,No,None,Auditory,Female,Yes,94.0,7.0,14.0,16.0,8.0,96.0,21:00,5:00,public transport
11171,0,No,Clubs,Auditory,Female,No,78.0,19.0,3.0,16.0,8.0,98.0,21:00,5:00,public transport
11172,0,No,Clubs,Auditory,Male,No,61.0,23.0,4.0,16.0,17.0,95.0,21:00,5:00,public transport
11173,2,No,Sports,Auditory,Male,Yes,65.0,16.0,7.0,15.0,14.0,96.0,22:00,6:00,private transport
11174,1,No,Arts,Visual,Female,No,53.0,15.0,15.0,15.0,16.0,92.0,23:00,7:00,walk
11175,2,Yes,None,Visual,Male,Yes,79.0,13.0,1.0,16.0,6.0,91.0,23:00,7:00,walk
11176,1,No,Arts,Auditory,Male,Yes,68.0,13.0,15.0,16.0,10.0,98.0,23:00,7:00,walk
11177,2,No,Sports,Visual,Male,No,70.0,12.0,11.0,15.0,13.0,92.0,21:00,5:00,public transport
11178,1,Yes,None,Auditory,Male,Yes,74.0,20.0,1.0,15.0,6.0,91.0,22:30,6:30,private transport
11179,2,Yes,None,Visual,Female,Yes,82.0,3.0,15.0,16.0,5.0,99.0,22:00,6:00,private transport
11180,0,No,Clubs,Auditory,Male,Yes,69.0,17.0,5.0,15.0,11.0,94.0,21:30,5:30,public transport
11181,1,Yes,None,Visual,Female,Yes,82.0,11.0,6.0,16.0,8.0,90.0,23:00,7:00,walk
11182,0,Yes,Sports,Auditory,Female,Yes,75.0,1.0,15.0,16.0,9.0,97.0,22:00,6:00,private transport
11183,0,Yes,Clubs,Auditory,Female,Yes,79.0,16.0,4.0,15.0,5.0,94.0,21:00,5:00,public transport
11184,1,Yes,Arts,Auditory,Female,Yes,79.0,11.0,6.0,15.0,5.0,98.0,21:30,5:30,public transport
11185,1,No,Clubs,Visual,Male,Yes,78.0,19.0,6.0,16.0,6.0,98.0,23:00,7:00,walk
11186,0,No,Sports,Visual,Male,No,79.0,21.0,6.0,15.0,10.0,100.0,22:00,6:00,private transport
11187,1,Yes,Sports,Visual,Female,No,42.0,19.0,9.0,16.0,3.0,91.0,21:00,5:00,public transport
11188,1,Yes,None,Auditory,Female,No,79.0,1.0,16.0,15.0,10.0,98.0,21:30,5:30,public transport
11189,1,No,Arts,Visual,Male,No,53.0,21.0,9.0,15.0,20.0,91.0,22:00,6:00,private transport
